timestamp,throughput,latency,packet_loss,active_users,bandwidth_utilization,throughput_ma,latency_ma,congestion
2024-01-01 00:09:00,108.13840065378947,24.09297309171607,0.013193243801995998,194,0.7601359513922077,106.72091667548133,19.572647498974334,0
2024-01-01 00:10:00,93.04873460781306,24.609681890038082,0.02808364794194722,103,0.46300308593947065,105.2807189067458,20.372863053221753,0
2024-01-01 00:11:00,93.01405369644614,24.25704968381327,0.02104492612378597,174,0.5772699798759737,104.78952072814718,20.951317753129906,0
2024-01-01 00:12:00,103.62943407349051,13.421012958909294,0.03258329978437785,198,0.8657898848394059,104.1809313283452,20.592109579543404,0
2024-01-01 00:13:00,71.30079633013304,17.670245109639747,0.02418966165272568,71,0.7626670736370449,99.02646617674648,20.30392506703432,0
2024-01-01 00:14:00,74.12623251230451,24.114942960016606,0.034861657022013534,174,0.6971375574931445,96.79031949006193,20.116830097305023,0
2024-01-01 00:15:00,91.5656870613854,20.207709202819473,0.04267116347545715,146,0.6795357953934509,96.29809363162424,20.523122096157575,0
2024-01-01 00:16:00,84.80753319498365,14.631535769012679,0.009777850547789452,165,0.5990492332019387,92.41002772786152,19.485865424174637,0
2024-01-01 00:17:00,104.71370998892911,22.29158969562721,0.016471644028274342,78,0.6926007313344889,91.73024663302506,20.1058604299108,0
2024-01-01 00:18:00,86.37963886718184,16.425963705042648,0.021840779328531946,198,0.7858322074337952,91.07242209864566,20.172270406663507,0
2024-01-01 00:19:00,78.81544447997062,28.97262424196106,0.04810292240138191,51,0.46376883817818376,88.14012648126379,20.660235521688005,0
2024-01-01 00:20:00,121.98473153382331,27.72420731209129,0.018266680677374265,91,0.8849153198240624,91.0337261738648,20.97168806389333,0
2024-01-01 00:21:00,96.61335549270197,23.020487131777838,0.01905499247963148,101,0.5196824345444873,91.3936563534904,20.848031808689786,0
2024-01-01 00:22:00,101.01292307031886,26.80503352384887,0.03267362614797806,87,0.6238713407186876,91.13200525317322,22.186433865183744,0
2024-01-01 00:23:00,78.62877720679815,20.323956750616905,0.020959985494497464,180,0.411357812323891,91.86480334083974,22.45180502928146,0
2024-01-01 00:24:00,91.83425913212226,23.827187471875078,0.04756118728198026,126,0.6751729614792428,93.63560600282152,22.423029480467306,0
2024-01-01 00:25:00,101.66383884564799,27.388601476510374,0.0447234380237722,192,0.5909334236308119,94.64542118124777,23.141118707836394,0
2024-01-01 00:26:00,82.73509633866546,21.227493408971565,0.025670438888783648,154,0.5248779361364992,94.43817749561596,23.800714471832286,0
2024-01-01 00:27:00,105.63547027518509,18.72406414242858,0.032238761697392496,59,0.8927621268911778,94.53035352424156,23.44396191651242,0
2024-01-01 00:28:00,90.99041965121792,11.476890209114421,0.0029015280941810276,169,0.6140705713361372,94.99143160264516,22.9490545669196,0
2024-01-01 00:29:00,95.62459375310085,19.58433237139253,0.03478652640161991,176,0.6071481817969486,96.67234652995819,22.010225379862746,0
2024-01-01 00:30:00,90.97440081655904,24.117115922811557,0.035360043647451614,163,0.6315516322404882,93.57131345823176,21.649516240934773,0
2024-01-01 00:31:00,127.78417276763406,24.72816713783815,0.017959964782160404,118,0.4580768895330807,96.68839518572497,21.8202842415408,0
2024-01-01 00:32:00,99.79754162893099,22.521825328592048,0.010984144181263634,158,0.5965480549074726,96.56685704158619,21.39196342201512,0
2024-01-01 00:33:00,84.1343360656615,17.2935045251888,0.04575392009085084,93,0.5682021295527807,97.11741292747251,21.08891819947231,0
2024-01-01 00:34:00,112.33817368154783,10.115892155262047,0.021335245040256384,69,0.6325622293812772,99.16780438241507,19.717788667811007,0
2024-01-01 00:35:00,81.68734525043467,17.523924509976325,0.03268530524008553,156,0.828310583420641,97.17015502289374,18.731320971157604,0
2024-01-01 00:36:00,103.13295392507133,18.478275644730243,0.001666439748812798,168,0.49639269727955343,99.20994078153433,18.45639919473347,0
2024-01-01 00:37:00,70.60494814180336,18.43535516404993,0.020703358328841816,158,0.7038696628598113,95.70688856819615,18.427528296895606,0
2024-01-01 00:38:00,80.07720926652354,23.092781784889624,0.040862940550694005,57,0.4188185448759641,94.61556752972672,19.589117454473126,0
2024-01-01 00:39:00,102.95291853803685,29.9283820550742,0.019378800020035752,92,0.5583962510500105,95.34840000822031,20.623522422841294,0
2024-01-01 00:40:00,111.07699869993115,20.617646009205465,0.030158058006843843,187,0.6363288095463462,97.35865979655753,20.273575431480683,0
2024-01-01 00:41:00,102.57052421784955,18.916341054217693,0.010492790024226973,90,0.43713957539877824,94.83729494157907,19.692392823118638,0
2024-01-01 00:42:00,98.2652757641764,18.703890934979537,0.02082628244197798,181,0.6719839673117505,94.68406835510362,19.310599383757385,0
2024-01-01 00:43:00,95.48344456616067,20.62192383453857,0.046381885902659334,181,0.55516281053604,95.81897920515354,19.643441314692364,0
2024-01-01 00:44:00,77.82217014448858,15.858531198258005,0.02832258748505186,73,0.8964050067961564,92.36737885144763,20.21770521899196,0
2024-01-01 00:45:00,89.20233687407936,20.600992793730274,0.04509657295464658,70,0.7154847510928357,93.11887801381208,20.525412047367354,0
2024-01-01 00:46:00,93.09041843560318,22.254061681659,0.045100964974477166,187,0.5220875980078588,92.11462446486526,20.90299065106023,0
2024-01-01 00:47:00,115.85683339328374,21.04843031787244,0.04720739002122398,95,0.4513366227237678,96.6398129900133,21.16429816644248,0
2024-01-01 00:48:00,105.15427434352692,22.287709670023908,0.04476958300400527,170,0.42035988968576976,99.14751949771365,21.08379095495591,0
2024-01-01 00:49:00,73.554397669559,22.168738046742675,0.00016405645051503217,93,0.4453866321876058,96.20766741086587,20.307826554122755,0
2024-01-01 00:50:00,104.86125954092192,11.140516588767781,0.04670074457907985,149,0.7400297635144668,95.58609349496493,19.360113612078987,0
2024-01-01 00:51:00,94.22376579375525,23.184350791977018,0.00687297195426882,82,0.82749613799717,94.75141765255549,19.78691458585492,0
2024-01-01 00:52:00,89.84616999541062,16.64492577168773,0.001996312555557528,143,0.47836655735553896,93.90950707567892,19.58101806952574,0
2024-01-01 00:53:00,109.17514433261302,14.52080418498021,0.002769426728902641,85,0.6010672267763773,95.27867705232416,18.970906104569902,0
2024-01-01 00:54:00,115.46499283743927,14.477740860725019,0.01744580975882168,62,0.5771176715979458,99.04295932161922,18.832827070816606,0
2024-01-01 00:55:00,113.96920178674299,22.167708052362645,0.03104020426343968,63,0.7222590455940363,101.5196458128856,18.989498596679844,0
2024-01-01 00:56:00,87.41173715166042,18.887125363875736,0.020115559825949876,99,0.49133894086183477,100.95177768449132,18.652804964901513,0
2024-01-01 00:57:00,95.36181436223178,11.590156080072946,0.0012777142324689739,117,0.8766596552237558,98.90227578138612,17.706977541121567,0
2024-01-01 00:58:00,104.96895147105346,22.390189075961416,0.023824131708735735,50,0.7642781909453282,98.88374349413877,17.71722548171532,0
2024-01-01 00:59:00,114.63317690683539,12.801959346005862,0.022106537113519006,52,0.8775359394423226,102.99162141786641,16.780547611641637,0
2024-01-01 01:00:00,92.81238643232065,20.699106792591053,0.037842463275082346,181,0.5386846224766833,101.78673410700628,17.736406632023964,0
2024-01-01 01:01:00,97.21511535004274,21.19249462836527,0.013980644921271919,63,0.6938578189292779,102.08586906263504,17.53722101566279,0
